Pitcher,Team,Opponent,date,year,game_link,player_link,Name,AB,H,BA,BA_season,AB_season,BA_career,AB_career,id,abba
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/m/mccutan01.shtml,Andrew McCutchen,2,0,0.327,0.327,593.0,0.289,5318,165,0.654
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/j/jonesga02.shtml,Garrett Jones,3,0,0.27399999999999997,0.27399999999999997,475.0,0.251,2924,165,0.8219999999999998
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/t/tabatjo01.shtml,Jose Tabata,2,0,0.243,0.243,333.0,0.275,1592,165,0.486
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/s/snidetr01.shtml,Travis Snider,1,0,0.25,0.25,164.0,0.244,1783,165,0.25
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/a/alvarpe01.shtml,Pedro Alvarez,3,0,0.244,0.244,525.0,0.23600000000000002,2980,165,0.732
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/b/barmecl01.shtml,Clint Barmes,2,0,0.22899999999999998,0.22899999999999998,455.0,0.245,3805,165,0.45799999999999996
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/c/clemeje01.shtml,Jeff Clement,1,0,0.218,0.13599999999999995,22.0,0.218,385,165,0.218
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/b/barajro01.shtml,Rod Barajas,2,0,0.20600000000000002,0.20600000000000002,321.0,0.235,3460,165,0.41200000000000003
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/h/holtbr01.shtml,Brock Holt,1,0,0.292,0.292,65.0,0.267,1593,165,0.292
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/b/burnea.01.shtml,A.J. Burnett,2,0,0.06299999999999999,0.06299999999999999,63.0,0.114,493,165,0.12599999999999997
Homer Bailey (1),Cincinnati Reds,Pittsburgh Pirates,2012-09-28,2012,https://www.baseball-reference.com/boxes/PIT/PIT201209280.shtml,https://www.baseball-reference.com/players/m/mckenmi01.shtml,Michael McKenry,1,0,0.233,0.233,240.0,0.23800000000000002,839,165,0.233
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/b/blancgr01.shtml,Gregor Blanco,3,0,0.265,0.265,452.0,0.257,2860,166,0.795
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/s/scutama01.shtml,Marco Scutaro,3,0,0.29700000000000004,0.29700000000000004,488.0,0.27699999999999997,4887,166,0.8910000000000001
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/p/poseybu01.shtml,Buster Posey,3,0,0.294,0.294,520.0,0.307,4011,166,0.8819999999999999
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/s/sandopa01.shtml,Pablo Sandoval,3,0,0.278,0.278,525.0,0.28300000000000003,4097,166,0.8340000000000001
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/p/pencehu01.shtml,Hunter Pence,3,0,0.28300000000000003,0.28300000000000003,629.0,0.281,5939,166,0.8490000000000001
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/b/beltbr01.shtml,Brandon Belt,3,0,0.2889999999999999,0.2889999999999999,509.0,0.27,2962,166,0.8669999999999998
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/t/torrean02.shtml,Andres Torres,3,0,0.25,0.25,272.0,0.242,1910,166,0.75
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/c/crawfbr01.shtml,Brandon Crawford,3,0,0.24800000000000005,0.24800000000000005,499.0,0.256,3462,166,0.7440000000000002
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/l/linceti01.shtml,Tim Lincecum,2,0,0.105,0.105,57.0,0.11199999999999999,474,166,0.21
Homer Bailey (2),Cincinnati Reds,San Francisco Giants,2013-07-02,2013,https://www.baseball-reference.com/boxes/CIN/CIN201307020.shtml,https://www.baseball-reference.com/players/a/abreuto01.shtml,Tony Abreu,1,0,0.2680000000000001,0.2680000000000001,138.0,0.254,579,166,0.2680000000000001
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/c/cabreev01.shtml,Everth Cabrera,2,0,0.28300000000000003,0.28300000000000003,381.0,0.24600000000000002,1829,167,0.5660000000000001
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/a/amarial01.shtml,Alexi Amarista,4,0,0.236,0.236,368.0,0.231,1750,167,0.944
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/h/headlch01.shtml,Chase Headley,2,0,0.25,0.25,520.0,0.263,5088,167,0.5
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/q/quentca01.shtml,Carlos Quentin,4,0,0.275,0.275,276.0,0.252,2790,167,1.1
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/a/alonsyo01.shtml,Yonder Alonso,4,0,0.281,0.281,334.0,0.267,2798,167,1.124
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/g/gyorkje01.shtml,Jedd Gyorko,2,0,0.24900000000000005,0.24900000000000005,486.0,0.245,2291,167,0.4980000000000001
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/v/venabwi01.shtml,Will Venable,2,0,0.268,0.268,481.0,0.249,2836,167,0.536
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/g/guzmaje01.shtml,Jesus Guzman,1,0,0.2260000000000001,0.2260000000000001,288.0,0.247,1007,167,0.2260000000000001
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/r/riverre01.shtml,Rene Rivera,3,0,0.25399999999999995,0.25399999999999995,67.0,0.221,1370,167,0.7619999999999998
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/v/volqued01.shtml,Edinson Volquez,1,0,0.11916666666666667,0.11916666666666667,84.0,0.091,308,167,0.11916666666666667
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/f/forsylo01.shtml,Logan Forsythe,1,0,0.214,0.214,220.0,0.249,2540,167,0.214
Tim Lincecum (1),San Francisco Giants,San Diego Padres,2013-07-13,2013,https://www.baseball-reference.com/boxes/SDN/SDN201307130.shtml,https://www.baseball-reference.com/players/d/denorch01.shtml,Chris Denorfia,1,0,0.2789999999999999,0.2789999999999999,473.0,0.272,2162,167,0.2789999999999999
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/k/kellydo01.shtml,Don Kelly,4,0,0.222,0.222,216.0,0.23,1098,168,0.888
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/d/dirksan01.shtml,Andy Dirks,3,0,0.256,0.256,438.0,0.276,971,168,0.768
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/f/fieldpr01.shtml,Prince Fielder,1,0,0.27899999999999997,0.27899999999999997,624.0,0.28300000000000003,5821,168,0.27899999999999997
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/t/tuiasma01.shtml,Matt Tuiasosopo,2,0,0.244,0.244,164.0,0.20600000000000002,360,168,0.488
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/p/peraljh01.shtml,Jhonny Peralta,3,0,0.303,0.303,409.0,0.267,6599,168,0.909
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/i/infanom01.shtml,Omar Infante,2,0,0.318,0.318,453.0,0.271,5271,168,0.636
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/p/perezhe01.shtml,Hernan Perez,1,0,0.19699999999999998,0.19699999999999998,66.0,0.257,1322,168,0.19699999999999998
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/p/penabr01.shtml,Brayan Pena,3,0,0.2969999999999999,0.2969999999999999,229.0,0.259,1807,168,0.8909999999999996
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/i/iglesjo01.shtml,Jose Iglesias,2,0,0.3028071428571429,0.3028071428571429,700.0,0.271,2033,168,0.6056142857142858
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/c/casteni01.shtml,Nicholas Castellanos,1,0,0.272,0.278,18.0,0.272,2434,168,0.272
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/s/santira01.shtml,Ramon Santiago,3,0,0.22399999999999998,0.22399999999999998,205.0,0.243,2436,168,0.6719999999999999
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/v/verlaju01.shtml,Justin Verlander,2,0,0.111,0.0,2.0,0.111,45,168,0.222
Henderson Álvarez,Miami Marlins (NL),Detroit Tigers (AL),2013-09-29,2013,https://www.baseball-reference.com/boxes/MIA/MIA201309290.shtml,https://www.baseball-reference.com/players/a/avilaal01.shtml,Alex Avila,1,0,0.22699999999999998,0.22699999999999998,330.0,0.23800000000000002,2669,168,0.22699999999999998
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/r/reverbe01.shtml,Ben Revere,4,0,0.30600000000000005,0.30600000000000005,601.0,0.284,3138,169,1.2240000000000002
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/r/rolliji01.shtml,Jimmy Rollins,3,0,0.243,0.243,538.0,0.264,9294,169,0.729
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/u/utleych01.shtml,Chase Utley,3,0,0.27,0.27,589.0,0.276,6809,169,0.81
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/h/howarry01.shtml,Ryan Howard,3,0,0.2230000000000001,0.2230000000000001,569.0,0.258,5707,169,0.6690000000000003
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/b/byrdma01.shtml,Marlon Byrd,2,0,0.264,0.264,591.0,0.275,5579,169,0.528
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/b/browndo01.shtml,Domonic Brown,3,0,0.235,0.235,473.0,0.24600000000000002,1591,169,0.705
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/n/nievewi01.shtml,Wil Nieves,3,0,0.254,0.254,122.0,0.24100000000000002,1164,169,0.762
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/h/hernace02.shtml,Cesar Hernandez,3,0,0.237,0.237,114.0,0.281,1989,169,0.711
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/b/burnea.01.shtml,A.J. Burnett,2,0,0.133,0.133,60.0,0.114,493,169,0.266
Josh Beckett,Los Angeles Dodgers,Philadelphia Phillies,2014-05-25,2014,https://www.baseball-reference.com/boxes/PHI/PHI201405250.shtml,https://www.baseball-reference.com/players/g/gwynnto02.shtml,Tony Gwynn,1,0,0.152,0.152,105.0,0.23800000000000002,1600,169,0.152
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/d/dickeco01.shtml,Corey Dickerson,4,0,0.31199999999999994,0.31199999999999994,436.0,0.282,2219,170,1.2479999999999998
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/b/barnebr02.shtml,Brandon Barnes,3,0,0.257,0.257,292.0,0.242,1153,170,0.771
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/t/tulowtr01.shtml,Troy Tulowitzki,3,0,0.34,0.34,315.0,0.29,4793,170,1.02
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/r/rosarwi01.shtml,Wilin Rosario,3,0,0.267,0.267,382.0,0.273,1512,170,0.801
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/s/stubbdr01.shtml,Drew Stubbs,3,0,0.2889999999999999,0.2889999999999999,388.0,0.242,2834,170,0.8669999999999998
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/r/rutlejo01.shtml,Josh Rutledge,3,0,0.26899999999999996,0.26899999999999996,309.0,0.258,1101,170,0.8069999999999999
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/p/parkeky01.shtml,Kyle Parker,3,0,0.182,0.192,26.0,0.182,132,170,0.546
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/l/lemahdj01.shtml,DJ LeMahieu,3,0,0.267,0.267,494.0,0.3,3138,170,0.801
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/r/rosajo01.shtml,Jorge De La Rosa,1,0,0.15,0.15,60.0,0.127,379,170,0.15
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/w/wheelry01.shtml,Ryan Wheeler,1,0,0.23199999999999998,0.23199999999999998,56.0,0.233,206,170,0.23199999999999998
Clayton Kershaw,Los Angeles Dodgers,Colorado Rockies,2014-06-18,2014,https://www.baseball-reference.com/boxes/LAN/LAN201406180.shtml,https://www.baseball-reference.com/players/c/culbech01.shtml,Charlie Culberson,1,0,0.195,0.195,210.0,0.239,543,170,0.195
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/v/venabwi01.shtml,Will Venable,4,0,0.224,0.224,406.0,0.249,2836,171,0.896
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/c/cabreev01.shtml,Everth Cabrera,3,0,0.23200000000000004,0.23200000000000004,357.0,0.24600000000000002,1829,171,0.6960000000000002
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/s/smithse01.shtml,Seth Smith,3,0,0.266,0.266,443.0,0.261,3582,171,0.798
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/q/quentca01.shtml,Carlos Quentin,3,0,0.177,0.177,130.0,0.252,2790,171,0.5309999999999999
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/h/headlch01.shtml,Chase Headley,2,0,0.2424106382978723,0.2424106382978723,470.0,0.263,5088,171,0.4848212765957446
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/m/medicto01.shtml,Tommy Medica,3,0,0.233,0.233,240.0,0.24600000000000002,309,171,0.6990000000000001
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/a/amarial01.shtml,Alexi Amarista,3,0,0.239,0.239,423.0,0.231,1750,171,0.717
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/r/riverre01.shtml,Rene Rivera,2,0,0.2520000000000001,0.2520000000000001,294.0,0.221,1370,171,0.5040000000000002
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/d/denorch01.shtml,Chris Denorfia,1,0,0.23032121212121204,0.23032121212121204,330.0,0.272,2162,171,0.23032121212121204
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/k/kenneia01.shtml,Ian Kennedy,2,0,0.11500000000000002,0.11500000000000002,52.0,0.131,321,171,0.23000000000000004
Tim Lincecum (2),San Francisco Giants,San Diego Padres,2014-06-25,2014,https://www.baseball-reference.com/boxes/SFN/SFN201406250.shtml,https://www.baseball-reference.com/players/g/grandya01.shtml,Yasmani Grandal,1,0,0.225,0.225,377.0,0.239,2061,171,0.225
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/h/heywaja01.shtml,Jason Heyward,2,0,0.271,0.271,573.0,0.262,4181,172,0.542
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/b/bonifem01.shtml,Emilio Bonifacio,3,0,0.2589670050761421,0.2589670050761421,788.0,0.256,2610,172,0.7769010152284264
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/f/freemfr01.shtml,Freddie Freeman,2,0,0.28800000000000003,0.28800000000000003,607.0,0.292,4036,172,0.5760000000000001
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/u/uptonju01.shtml,Justin Upton,3,0,0.27,0.27,566.0,0.268,5740,172,0.81
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/c/constjo01.shtml,Jose Constanza,1,0,0.273,0.0,4.0,0.273,220,172,0.273
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/j/johnsch05.shtml,Chris Johnson,4,0,0.2630000000000001,0.2630000000000001,582.0,0.275,2811,172,1.0520000000000005
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/g/gosseph01.shtml,Philip Gosselin,3,0,0.266,0.266,128.0,0.263,532,172,0.798
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/s/simmoan01.shtml,Andrelton Simmons,3,0,0.244,0.244,540.0,0.268,3134,172,0.732
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/l/lairdge01.shtml,Gerald Laird,3,0,0.204,0.204,152.0,0.243,2452,172,0.612
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/t/teherju01.shtml,Julio Teheran,2,0,0.106,0.106,66.0,0.15,307,172,0.212
Cole Hamels (1) (6 IP) Jake Diekman (1 IP) Ken Giles (1 IP) Jonathan Papelbon (1 IP),Philadelphia Phillies,Atlanta Braves,2014-09-01,2014,https://www.baseball-reference.com/boxes/ATL/ATL201409010.shtml,https://www.baseball-reference.com/players/t/terdojo01.shtml,Joey Terdoslavich,1,0,0.221,0.3,10.0,0.221,145,172,0.221
Jordan Zimmermann,Washington Nationals,Miami Marlins,2014-09-28,2014,https://www.baseball-reference.com/boxes/WAS/WAS201409280.shtml,https://www.baseball-reference.com/players/y/yelicch01.shtml,Christian Yelich,4,0,0.284,0.284,582.0,0.29,2732,173,1.136
Jordan Zimmermann,Washington Nationals,Miami Marlins,2014-09-28,2014,https://www.baseball-reference.com/boxes/WAS/WAS201409280.shtml,https://www.baseball-reference.com/players/s/solando01.shtml,Donovan Solano,3,0,0.252,0.252,310.0,0.257,1068,173,0.756
Jordan Zimmermann,Washington Nationals,Miami Marlins,2014-09-28,2014,https://www.baseball-reference.com/boxes/WAS/WAS201409280.shtml,https://www.baseball-reference.com/players/m/mcgehca01.shtml,Casey McGehee,3,0,0.287,0.287,616.0,0.258,2798,173,0.861
Jordan Zimmermann,Washington Nationals,Miami Marlins,2014-09-28,2014,https://www.baseball-reference.com/boxes/WAS/WAS201409280.shtml,https://www.baseball-reference.com/players/j/jonesga02.shtml,Garrett Jones,3,0,0.24600000000000002,0.24600000000000002,496.0,0.251,2924,173,0.7380000000000001
